,Unnamed: 0,Rating,Review Title,Review Body,Label,Combined,Sentiment
163,163,,Good choice,Mobile mattum than nalla eruku.....ana unga free spotify premium work agala daaaaaaaa........edhuku da emathureengaaaa........entha polappukkuuuuuuu.....................................................Unga free edhume work agaladaElleiii Flipkart en vayiru eriuthuleeeeeee.....................,0,good choic mobil mattum nalla erukuana unga free spotifi premium work agala daaaaaaaaedhuku da emathureengaaaaentha polappukkuuuuuuuunga free edhum work agaladaelleiii flipkart en vayiru eriuthuleeeeee,positive
164,164,,Does the job,People are very crazy about apple products especially iPhones. Have shifted from android to iPhone. There are so many things to improve in iPhone to make much more efficient and positive experience in terms of functionality.,0,job peopl crazi appl product especi iph shift android iph mani thing improv iph make much effici posit experi term function,negative
165,165,,Perfect product!,Awesome in all ways!,0,perfect product awesom way,positive
166,166,,Super!,"I am using the phone from one month. Migrating from Android to iphone for the first time. Initially had fear of battery backup hearing from others.I am a normal user not a gamer.But, i am now really happy to say that ,  this is the best phone with awesome battery experience till now.  I am charging phone once in two days. Images are crystal clear and we can edit video and image using default app. Very nice product especially iphone14 plus. Anyone can go ahead. 🙏🙏",0,super use ph month migrat android iph first time initi fear batteri backup hear othersi normal user gamerbut realli happi say best ph awesom batteri experi till charg ph two day imag crystal clear edit video imag use default app nice product especi iph plus go ahead,positive
167,167,,Fabulous!,This phone is very very good,0,fabul ph good,positive
168,168,,Nice product,"The product is really worth to buy it. I personally recommend to buy this Iphone cause it has beautiful design and good build quality. Also having a good battery life. Camera quality is also good but you have constraints of 5* times zooming and 0.5* times wide cinematic videos are also high quality. Phone has lagging issue, it has heating issues also but these things are common in every device",0,nice product product realli worth buy person recommend buy iph caus beauti design good build qualiti also good batteri life camera qualiti also good constraint time zoom time wide cinemat video also high qualiti ph lag issu heat issu also thing common everi devic,positive
169,169,,Good,Nice camera 📸,0,good nice camera,positive
170,170,,Terrific,Wonderful but screen size is bit bigger,0,terrif wonder screen size bit bigger,negative
171,171,,Best in the market!,Absolute beast of a phone. Display 10/10Processor and performance 10/10Camera 8/10Value 8/10Gaming 10/10I got it at a huge discount so I am very happy with this phone. It's a great phone for android users who are used to bigger screens. I get 2-3 days battery life with this phone with moderate use and some gaming which is not available even on android. Its lightweight and processor is more power efficient than 14 pro and 14 pro max. White colour looks stunning. Camera overall i...,0,best market absolut beast ph display processor perform camera valu game got huge discount happi ph great ph android user use bigger screen get day batteri life ph moder use game avail even android lightweight processor power effici pro pro max white colour look stun camera overal,positive
172,172,,Excellent,Awesome phone with big display and battery.really surprised by the battery performance of this phone.smooth and flawless display.its not 90 Hz display but it's apple boss 60 Hz is enough.,0,excel awesom ph big display batteryr surpris batteri perform phsmooth flawless displayit hz display appl boss hz enough,positive
173,173,,Terrific purchase pro max size without spending like pro,"upgrade from iphone XR to iphone 14 plus , best upgrade ever",0,terrif purchas pro max size without spend like pro upgrad iph xr iph plus best upgrad ever,positive
174,174,,Just wow!,"I bought this product in Flipkart, you guys can go for it..1. Received original product ( please cross check with apple coverage )2. Perfectly working 3. Open box delivery",0,wow bought product flipkart guy go receiv origin product pleas cross check appl coverag perfect work open box deliveri,positive
175,175,,Simply awesome,"Just Awesome, Go for it.",0,simpli awesom awesom go,positive
176,176,,Excellent,"Superb, Amazing 👌👌",0,excel superb amaz,positive
177,177,,Highly recommended,Camera and battery quality is best ✌️✌️✌️,0,high recommend camera batteri qualiti best,positive
178,178,,Terrific,Very nice product ❤️❤️❤️ privacy and camera so nice ....I like this,0,terrif nice product privaci camera nice like,positive
179,179,,Brilliant,Camera Really awesome I will suggest if your amount 50k plusYou should take iPhone 🤗,0,brilliant camera realli awesom suggest amount k plusyou take iph,positive
